total_RH_chords,total_LH_chords,total_LRH_chords,total_LRH_raw_notes,total_LH_raw_notes,total_RH_raw_notes,total_LRH_accidentals,total_RH_accidentals,total_LH_accidentals,average_LRH_accidentals,average_RH_accidentals,average_LH_accidentals,music_key,total_LRH_natural_keys_pressed,total_LH_natural_keys_pressed,total_R_natural_keys_pressed,total_LRH_sharp_keys_pressed,total_LH_sharp_keys_pressed,total_RH_sharp_keys_pressed,total_LRH_flat_keys_pressed,total_LH_flat_keys_pressed,total_RH_flat_keys_pressed,average_LRH_natural_keys_pressed,average_LH_natural_keys_pressed,average_R_natural_keys_pressed,average_LRH_sharp_keys_pressed,average_LH_sharp_keys_pressed,average_RH_sharp_keys_pressed,average_LRH_flat_keys_pressed,average_LH_flat_keys_pressed,average_RH_flat_keys_pressed,average2_range_for_next_notes_LH,average2_range_for_next_notes_RH,average2_range_for_next_notes_RLH,average_range_for_next_notes_LH,average_range_for_next_notes_RH,average_range_for_next_notes_RLH,average_density_RLH,average_density_LH,average_density_RH,average_range_of_top_x_percent10RLH,average_range_of_top_x_percent10LH,average_range_of_top_x_percent10RH,average_range_of_top_x_percent20RLH,average_range_of_top_x_percent20LH,average_range_of_top_x_percent20RH,average_range_of_top_x_percent35RLH,average_range_of_top_x_percent35LH,average_range_of_top_x_percent35RH,average_range_of_top_x_percent50RLH,average_range_of_top_x_percent50LH,average_range_of_top_x_percent50RH,average_range_of_top_x_percent75RLH,average_range_of_top_x_percent75LH,average_range_of_top_x_percent75RH,average_range_of_top_x_percent100RLH,average_range_of_top_x_percent100LH,average_range_of_top_x_percent100RH,fake_range_of_top_x_percent10LH,fake_range_of_top_x_percent10RH,fake_range_of_top_x_percent10RLH,fake_range_of_top_x_percent20LH,fake_range_of_top_x_percent20RH,fake_range_of_top_x_percent20RLH,fake_range_of_top_x_percent35LH,fake_range_of_top_x_percent35RH,fake_range_of_top_x_percent35RLH,fake_range_of_top_x_percent50LH,fake_range_of_top_x_percent50RH,fake_range_of_top_x_percent50RLH,fake_range_of_top_x_percent75LH,fake_range_of_top_x_percent75RH,fake_range_of_top_x_percent75RLH,fake_range_of_top_x_percent100LH,fake_range_of_top_x_percent100RH,fake_range_of_top_x_percent100RLH,range_of_top_x_percent10LH,range_of_top_x_percent10RH,range_of_top_x_percent10RLH,range_of_top_x_percent20LH,range_of_top_x_percent20RH,range_of_top_x_percent20RLH,range_of_top_x_percent35LH,range_of_top_x_percent35RH,range_of_top_x_percent35RLH,range_of_top_x_percent50LH,range_of_top_x_percent50RH,range_of_top_x_percent50RLH,range_of_top_x_percent75LH,range_of_top_x_percent75RH,range_of_top_x_percent75RLH,range_of_top_x_percent100LH,range_of_top_x_percent100RH,range_of_top_x_percent100RLH,average_chord_range_for_hand2LH,average_chord_range_for_hand2RH,average_chord_range_for_hand3LH,average_chord_range_for_hand3RH,average_chord_range_for_hand4LH,average_chord_range_for_hand4RH,average_chord_range_for_hand5LH,average_chord_range_for_hand5RH,average_chord_plus_range_for_hand2LH,average_chord_plus_range_for_hand2RH,average_chord_plus_range_for_hand3LH,average_chord_plus_range_for_hand3RH,average_chord_plus_range_for_hand4LH,average_chord_plus_range_for_hand4RH,average_chord_plus_range_for_hand5LH,average_chord_plus_range_for_hand5RH,weighted_average_chord_range_for_hand2LH,weighted_average_chord_range_for_hand2RH,weighted_average_chord_range_for_hand3LH,weighted_average_chord_range_for_hand3RH,weighted_average_chord_range_for_hand4LH,weighted_average_chord_range_for_hand4RH,weighted_average_chord_range_for_hand5LH,weighted_average_chord_range_for_hand5RH,weighted_average_chord_plus_range_for_hand2LH,weighted_average_chord_plus_range_for_hand2RH,weighted_average_chord_plus_range_for_hand3LH,weighted_average_chord_plus_range_for_hand3RH,weighted_average_chord_plus_range_for_hand4LH,weighted_average_chord_plus_range_for_hand4RH,weighted_average_chord_plus_range_for_hand5LH,weighted_average_chord_plus_range_for_hand5RH,average_2_chord_range_for_hand2LH,average_2_chord_range_for_hand2RH,average_2_chord_range_for_hand3LH,average_2_chord_range_for_hand3RH,average_2_chord_range_for_hand4LH,average_2_chord_range_for_hand4RH,average_2_chord_range_for_hand5LH,average_2_chord_range_for_hand5RH,weighted_average2_chord_range_for_hand2LH,weighted_average2_chord_range_for_hand2RH,weighted_average2_chord_range_for_hand3LH,weighted_average2_chord_range_for_hand3RH,weighted_average2_chord_range_for_hand4LH,weighted_average2_chord_range_for_hand4RH,weighted_average2_chord_range_for_hand5LH,weighted_average2_chord_range_for_hand5RH,average_2_chord_plus_range_for_hand2LH,average_2_chord_plus_range_for_hand2RH,average_2_chord_plus_range_for_hand3LH,average_2_chord_plus_range_for_hand3RH,average_2_chord_plus_range_for_hand4LH,average_2_chord_plus_range_for_hand4RH,average_2_chord_plus_range_for_hand5LH,average_2_chord_plus_range_for_hand5RH,weighted_average_2_chord_plus_range_for_hand2LH,weighted_average_2_chord_plus_range_for_hand2RH,weighted_average_2_chord_plus_range_for_hand3LH,weighted_average_2_chord_plus_range_for_hand3RH,weighted_average_2_chord_plus_range_for_hand4LH,weighted_average_2_chord_plus_range_for_hand4RH,weighted_average_2_chord_plus_range_for_hand5LH,weighted_average_2_chord_plus_range_for_hand5RH,large_jumps5RLH,large_jumps5LH,large_jumps5RH,large_jumps7RLH,large_jumps7LH,large_jumps7RH,large_jumps8RLH,large_jumps8LH,large_jumps8RH,large_jumps9RLH,large_jumps9LH,large_jumps9RH,large_jumps10RLH,large_jumps10LH,large_jumps10RH,average_large_jumps5RLH,average_large_jumps5LH,average_large_jumps5RH,average_large_jumps7RLH,average_large_jumps7LH,average_large_jumps7RH,average_large_jumps8RLH,average_large_jumps8LH,average_large_jumps8RH,average_large_jumps9RLH,average_large_jumps9LH,average_large_jumps9RH,average_large_jumps10RLH,average_large_jumps10LH,average_large_jumps10RH,average_large_jump_values5RLH,average_large_jump_values5LH,average_large_jump_values5RH,average_large_jump_values7RLH,average_large_jump_values7LH,average_large_jump_values7RH,average_large_jump_values8RLH,average_large_jump_values8LH,average_large_jump_values8RH,average_large_jump_values9RLH,average_large_jump_values9LH,average_large_jump_values9RH,average_large_jump_values10RLH,average_large_jump_values10LH,average_large_jump_values10RH,weighted_average_large_jump_values5RLH,weighted_average_large_jump_values5LH,weighted_average_large_jump_values5RH,weighted_average_large_jump_values7RLH,weighted_average_large_jump_values7LH,weighted_average_large_jump_values7RH,weighted_average_large_jump_values8RLH,weighted_average_large_jump_values8LH,weighted_average_large_jump_values8RH,weighted_average_large_jump_values9RLH,weighted_average_large_jump_values9LH,weighted_average_large_jump_values9RH,weighted_average_large_jump_values10RLH,weighted_average_large_jump_values10LH,weighted_average_large_jump_values10RH,total_LRHwhole_notes,total_LRHhalf_notes,total_LRHquarter_notes,total_LRHeighth_notes,total_LRH16th_notes,total_LRH32nd_notes,total_LRH64th_notes,total_LHwhole_notes,total_LHhalf_notes,total_LHquarter_notes,total_LHeighth_notes,total_LH16th_notes,total_LH32nd_notes,total_LH64th_notes,total_RHwhole_notes,total_RHhalf_notes,total_RHquarter_notes,total_RHeighth_notes,total_RH16th_notes,total_RH32nd_notes,total_RH64th_notes,average_LRHwhole_notes,average_LRHhalf_ntoes,average_LRHquarter_notes,average_LRHeighth_notes,average_LRH16th_notes,average_LRH32nd_notes,average_LRH64th_notes,average_LHwhole_notes,average_LHhalf_ntoes,average_LHquarter_notes,average_LHeighth_notes,average_LH16th_notes,average_LH32nd_notes,average_LH64th_notes,average_RHwhole_notes,average_RHhalf_ntoes,average_RHquarter_notes,average_RHeighth_notes,average_RH16th_notes,average_RH32nd_notes,average_RH64th_notes,total_x_chord_plus_notes2RH,total_x_chord_plus_notes3RH,total_x_chord_plus_notes4RH,total_x_chord_plus_notes5RH,total_x_chord_plus_notes2LH,total_x_chord_plus_notes3LH,total_x_chord_plus_notes4LH,total_x_chord_plus_notes5LH,average_x_chord_plus_notes2RH,average_x_chord_plus_notes3RH,average_x_chord_plus_notes4RH,average_x_chord_plus_notes5RH,average_x_chord_plus_notes2LH,average_x_chord_plus_notes3LH,average_x_chord_plus_notes4LH,average_x_chord_plus_notes5LH,total_x_chord_notes2RH,total_x_chord_notes3RH,total_x_chord_notes4RH,total_x_chord_notes5RH,total_x_chord_notes2LH,total_x_chord_notes3LH,total_x_chord_notes4LH,total_x_chord_notes5LH,average_x_chord_notes2RH,average_x_chord_notes3RH,average_x_chord_notes4RH,average_x_chord_notes5RH,average_x_chord_notes2LH,average_x_chord_notes3LH,average_x_chord_notes4LH,average_x_chord_notes5LH,rhythm_similarityRLH,advanced_rhythmic_similarityR,advanced_rhythmic_similarityLH,advanced_rhythmic_similarityRLH,UniqueSetClassSimultaneities,UniquePitchClassSetSimultaneities,UniqueNoteQuarterLengths,TriadSimultaneityPrevalence,TonalCertainty,RangeOfNoteQuarterLengths,MostCommonSetClassSimultaneityPrevalence,MostCommonPitchClassSetSimultaneityPrevalence,MostCommonNoteQuarterLengthPrevalence,MostCommonNoteQuarterLength,MinorTriadSimultaneityPrevalence,MajorTriadSimultaneityPrevalence,DominantSeventhSimultaneityPrevalence,DiminishedTriadSimultaneityPrevalence,DiminishedSeventhSimultaneityPrevalence,VariabilityOfNumberOfIndependentVoicesFeature,VariabilityOfTimeBetweenAttacksFeature,VariabilityOfNoteDurationFeature,StrongestRhythmicPulseFeature,StrengthRatioOfTwoStrongestRhythmicPulsesFeature,StrengthOfStrongestRhythmicPulseFeature,StrengthOfSecondStrongestRhythmicPulseFeature,StepwiseMotionFeature,StaccatoIncidenceFeature,SizeOfMelodicArcsFeature,SecondStrongestRhythmicPulseFeature,RepeatedNotesFeature,RelativeStrengthOfTopPitchesFeature,RelativeStrengthOfTopPitchClassesFeature,RelativeStrengthOfMostCommonIntervalsFeature,RangeFeature,PrimaryRegisterFeature,PitchVarietyFeature,PitchClassVarietyFeature,NumberOfCommonPitchesFeature,NumberOfCommonMelodicIntervalsFeature,NoteDensityFeature,MostCommonPitchPrevalenceFeature,MostCommonPitchFeature,MostCommonPitchClassPrevalenceFeature,MostCommonPitchClassFeature,MostCommonMelodicIntervalPrevalenceFeature,MostCommonMelodicIntervalFeature,MinimumNoteDurationFeature,MelodicTritonesFeature,MelodicThirdsFeature,MelodicOctavesFeature,MelodicFifthsFeature,MaximumNoteDurationFeature,IntervalBetweenStrongestPitchesFeature,IntervalBetweenStrongestPitchClassesFeature,InitialTempoFeature,ImportanceOfMiddleRegisterFeature,ImportanceOfHighRegisterFeature,ImportanceOfBassRegisterFeature,HarmonicityOfTwoStrongestRhythmicPulsesFeature,DurationOfMelodicArcsFeature,DurationFeature,AverageNumberOfIndependentVoicesFeature,AverageTimeBetweenAttacksFeature,AverageTimeBetweenAttacksForEachVoiceFeature,AverageVariabilityOfTimeBetweenAttacksForEachVoiceFeature,BrassFractionFeature,ChromaticMotionFeature,CombinedStrengthOfTwoStrongestRhythmicPulsesFeature,DirectionOfMotionFeature,DistanceBetweenMostCommonMelodicIntervalsFeature,Name
100,93,193,219,100,119,6.0,3.0,3.0,0.0273972602739726,0.025210084033613446,0.03,0.1,175.0,81.0,94.0,10.0,6.0,4.0,34.0,13.0,21.0,0.7990867579908676,0.81,0.7899159663865546,0.045662100456621,0.06,0.03361344537815126,0.1552511415525114,0.13,0.17647058823529413,2.608695652173913,2.272727272727273,2.086206896551724,5.358695652173913,4.222222222222222,9.706896551724139,2.717948717948718,1.3118279569892473,1.56,9.39655172413793,4.467391304347826,3.525252525252525,9.39655172413793,4.467391304347826,3.525252525252525,9.39655172413793,4.467391304347826,3.525252525252525,9.39655172413793,4.467391304347826,3.525252525252525,9.39655172413793,4.467391304347826,3.525252525252525,9.39655172413793,4.467391304347826,3.525252525252525,16.0,16.0,18.0,16.0,16.0,18.0,16.0,16.0,18.0,16.0,16.0,18.0,16.0,16.0,18.0,16.0,16.0,18.0,1.0,1.0,1.0,12.0,1.0,2.0,13.0,2.0,3.0,13.0,4.0,7.0,13.0,6.0,16.0,18.0,17.0,19.0,8.6,4.608695652173913,6.0,5.6,0.0,0.0,0.0,0.0,8.407407407407407,4.705882352941177,6.0,5.6,0.0,0.0,0.0,0.0,2.4967741935483874,2.3504347826086955,0.12903225806451613,0.27999999999999997,0.0,0.0,0.0,0.0,2.4408602150537635,2.4,0.12903225806451613,0.27999999999999997,0.0,0.0,0.0,0.0,8.6,4.608695652173913,3.5,3.3,0.0,0.0,0.0,0.0,8.6,4.608695652173913,3.5,3.3,0.0,0.0,0.0,0.0,8.222222222222221,4.480392156862745,3.5,3.3,0.0,0.0,0.0,0.0,2.3870967741935485,2.285,0.07526881720430108,0.165,0.0,0.0,0.0,0.0,10.0,14.0,9.0,8.0,6.0,2.0,7.0,5.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,0.08547008547008547,0.15053763440860216,0.09,0.06837606837606838,0.06451612903225806,0.02,0.05982905982905983,0.053763440860215055,0.02,0.03418803418803419,0.021505376344086023,0.02,0.02564102564102564,0.010752688172043012,0.02,8.4,6.5,6.666666666666667,9.25,8.333333333333334,11.5,9.571428571428571,8.6,11.5,10.75,9.5,11.5,11.333333333333334,10.0,11.5,0.717948717948718,0.978494623655914,0.6,0.6324786324786326,0.5376344086021506,0.23,0.5726495726495726,0.46236559139784944,0.23,0.36752136752136755,0.20430107526881722,0.23,0.2905982905982906,0.10752688172043012,0.23,0.0,16.0,96.0,49.0,16.0,0.0,0.0,0.0,5.0,51.0,15.0,9.0,0.0,0.0,0.0,11.0,45.0,34.0,7.0,0.0,0.0,0.0,0.0730593607305936,0.4383561643835616,0.2237442922374429,0.0730593607305936,0.0,0.0,0.0,0.05,0.51,0.15,0.09,0.0,0.0,0.0,0.09243697478991597,0.37815126050420167,0.2857142857142857,0.058823529411764705,0.0,0.0,51,5,0,0,27,2,0,0,0.51,0.05,0.0,0.0,0.2903225806451613,0.021505376344086023,0.0,0.0,46,5,0,0,25,2,0,0,0.51,0.05,0.0,0.0,0.2903225806451613,0.021505376344086023,0.0,0.0,0.6415094339622641,0.0859375,0.0859375,0.0234375,22,54,8,0.25833333333333336,1.462936680545099,3.75,0.225,0.08333333333333333,0.4427860696517413,1.0,0.18333333333333332,0.25833333333333336,0.025,0.041666666666666664,0.0,0.4795107460271934,0.16620073498639762,0.2918492517429625,0,0,0,0,0.33620689655172414,0.0,7.5,0,0.20689655172413793,0.78125,0.9047619047619048,0.875,31,63.78538812785388,26,11,3,4,5.317460317460318,0.1461187214611872,69,0.1917808219178082,9,0.20689655172413793,0,0.15,0.0,0.25862068965517243,0.008620689655172414,0.017241379310344827,2.4,2,9,100.0,0.771689497716895,0.0730593607305936,0.1552511415525114,0,1.625,37.8,1.6416666666666666,0.32347826086956516,0.36603970741901776,0.27903508073359107,0.0,0.1810344827586207,0,0.46153846153846156,1,piece-9736-Pg._42_Sonatina(4).musicxml
